0.52504,0.45200,0.48245,0.46903,0.50023,0.45249,0.48933,0.50739,0.47941,0.47552,0.45677,0.47812,0.54281,0.50215,0.44704,0.50986,0.50092,0.49170,0.46162,0.50235,0.49816,0.85336,0.52072,0.90629,0.88245,0.51126,0.96172,0.04876,gang
0.52811,0.45491,0.48307,0.46882,0.49471,0.45757,0.48506,0.50800,0.47447,0.47843,0.45430,0.47512,0.54362,0.49924,0.44878,0.50542,0.49933,0.49575,0.46069,0.49973,0.49877,0.87369,0.52466,0.88436,0.84827,0.54045,0.91405,0.04887,gang
0.52638,0.45178,0.48513,0.46636,0.49407,0.45258,0.49018,0.50501,0.48095,0.47824,0.45417,0.47659,0.54369,0.49574,0.45111,0.50934,0.50049,0.48972,0.46332,0.50351,0.49251,0.86264,0.52489,0.89263,0.85438,0.54345,0.91972,0.04629,gang
0.53548,0.44729,0.49274,0.46228,0.50820,0.44439,0.48615,0.50681,0.47975,0.47055,0.45087,0.48103,0.54264,0.50538,0.43771,0.50947,0.50347,0.49355,0.46491,0.50006,0.49807,0.90196,0.41290,0.94396,0.90526,0.48618,0.80132,0.04348,gang
0.53214,0.44839,0.48968,0.46435,0.50284,0.45342,0.48151,0.51228,0.47193,0.46752,0.44989,0.49113,0.53812,0.50841,0.43719,0.51899,0.50377,0.48791,0.46827,0.49752,0.50267,0.90209,0.42998,0.89921,0.90526,0.42060,0.85281,0.03837,gang
0.52739,0.45323,0.47664,0.46419,0.50846,0.45158,0.49114,0.50624,0.48756,0.47399,0.45605,0.48053,0.53966,0.50559,0.44412,0.51155,0.50365,0.49017,0.46298,0.49823,0.50087,0.88917,0.49194,0.94836,0.89661,0.49501,0.93955,0.04450,gang
0.53481,0.45300,0.48886,0.46511,0.50544,0.45001,0.48376,0.50470,0.47737,0.47010,0.45665,0.48418,0.53588,0.49849,0.44972,0.51620,0.50246,0.48540,0.46182,0.49556,0.50589,0.91968,0.43440,0.97321,0.92540,0.49716,0.90137,0.05117,gang
0.53568,0.45436,0.49099,0.46109,0.51111,0.44752,0.48688,0.50821,0.48361,0.47269,0.45627,0.48157,0.54359,0.50979,0.44832,0.50944,0.50475,0.49078,0.46325,0.49901,0.49785,0.92772,0.39530,0.92214,0.91250,0.45447,0.95459,0.04483,gang
0.53360,0.45284,0.48401,0.46249,0.50997,0.45078,0.48703,0.50652,0.48258,0.47056,0.45825,0.48234,0.54123,0.50476,0.44395,0.52250,0.50246,0.49447,0.47244,0.49823,0.50597,0.92157,0.43405,0.95922,0.92661,0.47625,0.80803,0.03557,gang
0.53323,0.45018,0.48640,0.45905,0.51429,0.44601,0.48961,0.50490,0.48601,0.47065,0.45525,0.48108,0.54380,0.50802,0.43801,0.51596,0.50315,0.49275,0.47025,0.49990,0.49790,0.90558,0.41460,0.93285,0.91096,0.47606,0.82722,0.03716,gang
0.53693,0.45183,0.49043,0.46548,0.51302,0.45049,0.48369,0.50682,0.47933,0.47584,0.45996,0.48181,0.53883,0.50450,0.44587,0.51449,0.50115,0.49322,0.46460,0.49193,0.50798,0.90775,0.39218,0.96884,0.89835,0.49930,0.87541,0.04996,gang
0.53369,0.45327,0.48500,0.46204,0.50801,0.45406,0.48574,0.50970,0.48128,0.47386,0.45688,0.48181,0.54134,0.50682,0.44637,0.51414,0.50513,0.49031,0.46695,0.49846,0.49964,0.91264,0.42911,0.93533,0.90329,0.47657,0.91592,0.04007,gang
0.53287,0.45346,0.48750,0.46272,0.51007,0.45024,0.48569,0.50635,0.48661,0.47155,0.45604,0.48608,0.53996,0.50837,0.44384,0.51574,0.50388,0.49216,0.46998,0.49887,0.50148,0.91669,0.42077,0.89181,0.91648,0.45111,0.88606,0.03899,gang
0.53205,0.44929,0.48754,0.46303,0.51412,0.45392,0.48205,0.50882,0.47962,0.47215,0.45356,0.48705,0.53956,0.51119,0.43891,0.50909,0.50419,0.49428,0.46524,0.49986,0.50638,0.90294,0.39990,0.97211,0.89867,0.44706,0.90137,0.04228,gang
0.53478,0.45511,0.48229,0.46387,0.51064,0.45354,0.48131,0.50532,0.48367,0.47179,0.45730,0.48151,0.54208,0.50731,0.44427,0.50836,0.50428,0.49092,0.46586,0.49851,0.50032,0.93429,0.43198,0.94638,0.92479,0.47237,0.94994,0.04142,gang
0.53394,0.45125,0.48903,0.45628,0.51170,0.44703,0.48575,0.50603,0.48471,0.47335,0.45406,0.48322,0.53800,0.50723,0.43884,0.51550,0.50311,0.48623,0.47389,0.50067,0.49296,0.91399,0.40253,0.88853,0.89455,0.48614,0.91868,0.04000,gang
0.53346,0.45584,0.48277,0.46969,0.51635,0.45675,0.47923,0.49976,0.47768,0.47146,0.45607,0.47760,0.54249,0.50860,0.44659,0.51444,0.50331,0.49306,0.46558,0.49788,0.49893,0.91876,0.41341,0.88381,0.91459,0.47880,0.90577,0.04189,gang
0.53975,0.45456,0.48609,0.46601,0.49770,0.45818,0.47765,0.51578,0.47099,0.47211,0.45549,0.48195,0.54076,0.50667,0.44273,0.50982,0.50408,0.49030,0.46562,0.49919,0.50535,0.94140,0.45311,0.86270,0.92315,0.47824,0.93613,0.04164,gang
0.53297,0.45710,0.47746,0.45937,0.51118,0.45216,0.48372,0.50369,0.48831,0.47105,0.45726,0.47924,0.54427,0.50801,0.44624,0.51055,0.50408,0.49281,0.47099,0.49899,0.49963,0.91751,0.45045,0.90331,0.93218,0.46925,0.93836,0.03582,gang
0.53849,0.45595,0.48753,0.46412,0.50833,0.45011,0.48246,0.50544,0.47725,0.46956,0.45979,0.48329,0.54135,0.50376,0.44666,0.51323,0.50405,0.48861,0.46356,0.49825,0.50488,0.94278,0.41657,0.97693,0.94889,0.46589,0.92472,0.04448,gang
0.52328,0.45324,0.48443,0.48276,0.47794,0.46443,0.48350,0.50936,0.47725,0.47992,0.45613,0.48564,0.51615,0.47395,0.46564,0.52631,0.51098,0.47240,0.45271,0.49894,0.49865,0.83430,0.67141,0.74852,0.85599,0.70494,0.71081,0.05623,gang
0.50198,0.49956,0.50066,0.50064,0.50048,0.49993,0.50067,0.50150,0.50047,0.50052,0.49966,0.50069,0.50177,0.50028,0.50003,0.50215,0.50161,0.50027,0.49958,0.50117,0.50117,0.02994,0.02438,0.02750,0.03096,0.02577,0.02529,0.00199,gang
0.52061,0.45094,0.47910,0.47273,0.48801,0.46136,0.49072,0.50675,0.47981,0.48495,0.45172,0.47899,0.51914,0.47535,0.46124,0.51925,0.51481,0.48135,0.45751,0.49839,0.50427,0.83059,0.61046,0.82950,0.80996,0.72617,0.66711,0.05076,gang
0.50195,0.49954,0.50042,0.50041,0.50059,0.49990,0.50100,0.50122,0.50061,0.50069,0.49960,0.50049,0.50190,0.50041,0.49982,0.50175,0.50133,0.50058,0.49934,0.50126,0.50123,0.03033,0.02394,0.03132,0.02981,0.02595,0.02874,0.00226,gang
0.52097,0.45546,0.48161,0.47444,0.48373,0.46365,0.49088,0.50690,0.48325,0.48169,0.45457,0.48334,0.53116,0.48238,0.45781,0.51285,0.50765,0.48200,0.45579,0.50145,0.49771,0.83602,0.62503,0.79759,0.82683,0.61923,0.80180,0.05269,gang
0.52015,0.45572,0.48178,0.47485,0.48469,0.46341,0.49118,0.50639,0.48284,0.48114,0.45500,0.48325,0.53241,0.48426,0.45702,0.51353,0.50624,0.48183,0.45682,0.50164,0.49620,0.83244,0.62668,0.81360,0.83768,0.60642,0.83283,0.05190,gang
0.52135,0.45589,0.48227,0.47423,0.48441,0.46417,0.49007,0.50726,0.48126,0.48100,0.45501,0.48355,0.53184,0.48467,0.45894,0.51369,0.50667,0.48092,0.45705,0.50184,0.49846,0.84359,0.61793,0.80527,0.83846,0.60278,0.83733,0.05117,gang
